Gene	Protein.class	TF	Transporters	Receptors	Enzymes	Peptidase	Kinase	Cancer	RBP
DCN	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	1	0
QPCTL	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
PPP5C	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
CEP68	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MAP4K3	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	1	1	0
ZBTB32	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
TYROBP	Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	0	0
TMEM159	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
GABRA3	FDA approved drug targets, Predicted membrane proteins	0	0	1	0	0	0	0	0
BRCA1	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	1	1
ERCC1	Cancer-related genes, Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
CD22	CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
SEMA3B	Cancer-related genes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	1	0
MBTPS2	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	0	0	0	1	1	0	0	0
PRICKLE3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
LTF	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	1	0	0	0	0	0	1	0
EXTL3	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
NR1H4	Disease related genes, FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors, Transporters	1	1	1	0	0	0	0	0
ELOVL5	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
ALOX5	Enzymes, FDA approved drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
KDM5D	Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CALCOCO1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
UBR7	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
MAP4K5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
EHD3	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
PSMC4	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
MAN2B2	Enzymes, Plasma proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
SLC7A14	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
CLDN11	Predicted membrane proteins	0	0	0	0	0	0	0	0
SLC25A39	Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
MVP	Cancer-related genes, Predicted intracellular proteins, Transporters	0	1	0	0	0	0	1	1
NUB1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PGM3	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RWDD2A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CLK1	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	1	0	1
POLR3B	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, RNA polymerase related proteins	0	0	0	1	0	0	0	0
ANGEL1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	1
RNF14	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
DNASE1L1	Predicted secreted proteins	0	0	0	0	0	0	0	0
DDX11	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
HEBP1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GPRC5A	G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins	0	0	1	0	0	0	0	0
MAMLD1	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CD6	CD markers, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
TACC3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
UFL1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
POLA2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZC3H3	Predicted intracellular proteins	0	0	0	0	0	0	0	1
CAPN1	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	1	0	0	0
ACPP	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	1	0	0	1	0
MDH1	Cancer-related genes, Citric acid cycle related proteins, Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	1	0
SLC30A9	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
MTMR11	Predicted intracellular proteins	0	0	0	0	0	0	0	0
COX15	Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	0	0
CCDC88C	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
YAF2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZMYND11	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
WAS	Cancer-related genes, Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
DPEP1	Enzymes, FDA approved drug targets, Predicted secreted proteins	0	0	0	1	1	0	0	0
BID	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MATR3	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	1
NPC1L1	FDA approved drug targets, Predicted membrane proteins	0	1	0	0	0	0	0	0
XYLT2	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
RGPD5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
STMN4	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NUDCD3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ISL1	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CHDH	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
IL20RA	Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	1	0	0	0	0	0
CLCA1	Predicted secreted proteins, Transporters	0	1	0	0	0	0	0	0
CLCA4	Predicted membrane proteins	0	0	0	0	0	0	0	0
GLT8D1	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
ATP2C1	Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins, Transporters	0	1	0	1	0	0	0	0
IGF1	Disease related genes, Plasma proteins, Predicted secreted proteins, RAS pathway related proteins	0	0	0	0	0	0	0	0
SLC38A5	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
RALBP1	Predicted intracellular proteins, RAS pathway related proteins, Transporters	0	1	0	0	0	0	0	0
RUFY3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CNTN1	Disease related genes, Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
SLC11A1	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
WWTR1	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
AGPS	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
CXorf56	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ATP1A2	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	1	0	0	0	0
TTC27	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF582	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
VSIG2	Predicted membrane proteins	0	0	0	0	0	0	0	0
PHLDB1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MARCO	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
CYP24A1	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
PRDM11	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
SYT13	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SNAI2	Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CD74	Cancer-related genes, CD markers, Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	1	0
HGF	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins	0	0	0	1	1	0	1	0
ZRANB1	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
NCDN	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ADGRA2	G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins	0	0	1	0	0	0	0	0
ZFP64	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
MNAT1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SAMD4A	Predicted intracellular proteins	0	0	0	0	0	0	0	1
RUNX3	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
MRE11	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	1	0
PLEKHB1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SERPINB1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CYP3A43	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
SLC7A9	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
SPAST	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
NRXN3	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
OSBPL5	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
AQR	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	1
CPS1	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
C8B	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
FHL1	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
RTFDC1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
GABRA1	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	0	1	1	0	0	0	0	0
NLRP2	Predicted intracellular proteins	0	0	1	0	0	0	0	0
SLC45A4	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
RNF10	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF839	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZDHHC6	Enzymes, Predicted membrane proteins	0	0	0	1	0	0	0	0
GRAMD1B	Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
RNH1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	1
NDUFS1	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RB1CC1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ERP44	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ALAS1	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
BIRC3	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	1	0
AKAP11	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
GLRX2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SNAPC1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
DERA	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
STRAP	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	1	1
ABCC2	Cancer-related genes, Disease related genes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	1	0
DEF6	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PLEKHO1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GCLM	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
UBR2	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
EHD2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
DEPDC1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CCDC28A	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
RRAGD	Predicted intracellular proteins	0	0	0	0	0	0	0	0
HSF2	Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
PHF20	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	1	0	0	0	0	0	1	0
HSD17B6	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
NR1H3	Nuclear receptors, Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	1	0	0	0	0	0
TYMP	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	1	0
NCAPH2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TOMM34	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SEC63	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
KPNA6	Plasma proteins, Predicted intracellular proteins, Transporters	0	1	0	0	0	0	0	0
VIM	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
FAS	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, Predicted membrane proteins, Predicted secreted proteins	0	0	1	0	0	0	1	0
RNASET2	Disease related genes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	1
CD44	Blood group antigen proteins, Cancer-related genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	1	0
KCNG1	Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels	0	0	0	0	0	0	0	0
AGPAT4	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
SLAMF7	CD markers, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
BTN3A1	CD markers, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
MIPEP	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	1	0	0	0
PRKCH	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	1	1	0
INSRR	Enzymes, Predicted membrane proteins	0	0	1	1	0	1	0	0
IFNGR1	CD markers, Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	1	0	0	0	0	0
B4GALT7	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
SH2D2A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
VRK2	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	1	0	0
TNFRSF1B	Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	1	0	0	0	1	0
VEZT	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
POU2F2	Cancer-related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	1	0
BRD9	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SNX1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TBPL1	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
ARNTL2	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
BCLAF1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	1	1
SLC39A9	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
ANK1	Disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins, Transporters	0	1	0	0	0	0	0	0
IBSP	Cancer-related genes, Predicted secreted proteins	0	0	0	0	0	0	1	0
TFB1M	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	1
RABEP1	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
HMGB3	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
NUP160	Predicted intracellular proteins, Transporters	0	1	0	0	0	0	0	0
BAK1	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
MUSK	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	1	0	0
IKZF2	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
GRN	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
FAM13B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ARHGAP31	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CENPQ	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SARS	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	1
RANBP3	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
ARID4A	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
TSSC1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PNPLA6	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
IFT88	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ALG1	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
ZCCHC8	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	1
ABCF2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CHPF2	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
LRRC7	Predicted intracellular proteins	0	0	0	0	0	0	0	0
FUT8	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
UBA6	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
GAB2	Predicted intracellular proteins, RAS pathway related proteins	0	0	0	0	0	0	0	0
ATP6V0A1	Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
PIAS1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SLC4A7	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
APBA2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MAP2K3	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	1	0	0
EFCAB1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TMSB10	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
ASTE1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RNF19A	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
PEX3	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
GABARAPL2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MYOC	Disease related genes, Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
